id,description,display_name,free_text,variant,facet_filter
607967929419782,Brake Actuation_D_SportsOutdoors,Brake Actuation,Yes,No,No
607996022249216,Disc Brake Caliper Mount_D_SportsOutdoors,Disc Brake Caliper Mount,Yes,No,No
607996471661602,Disc Brake Rotor Size_D_SportsOutdoors,Disc Brake Rotor Size,Yes,No,No
607997219296203,Interface_D_SportsOutdoors,Interface,Yes,No,No
607998592120649,Shell Width_D_SportsOutdoors,Shell Width,Yes,No,No
607999236532817,Spindle Diameter_D_SportsOutdoors,Spindle Diameter,Yes,No,No
608003832178706,Brake Compatibility_D_SportsOutdoors,Brake Compatibility,Yes,No,No
608004369714886,Cable Type_D_SportsOutdoors,Cable Type,Yes,No,No
608004713971895,Cable Width_D_SportsOutdoors,Cable Width,Yes,No,No
608005397447028,Bore Size_D_SportsOutdoors,Bore Size,Yes,No,No
609797191846992,Networking Product Type,Product Type,No,No,Yes
610472568303204,Paint Sprayers_Maximum Hose Length_Display,Maximum Hose Length,Yes,No,No
610472745016199,Paint Sprayers_Product Depth_Display,Product Depth (in.),Yes,No,No
610472853435601,Paint Sprayers_Product Height_Display,Product Height (in.),Yes,No,No
610472960355006,Paint Sprayers_Product Width_Display,Product Width (in.),Yes,No,No
610473066973736,Paint Sprayers_Accessories_Display,Accessories Included,Yes,No,No
610473168600311,Paint Sprayers_Cycles Per Gallon_Display,Cycles Per Gallon,Yes,No,No
610473273123137,Paint Sprayers_Flow rate_Display,Flow rate (gallons per min.),Yes,No,No
610473374380171,Paint Sprayers_Horsepower_Display,Horsepower (hp),Yes,No,No
610473488934656,Paint Sprayers_Number of Spray Settings_Display,Number Of Spray Settings,Yes,No,No
610473594556344,Paint Sprayers_Operating Pressure_Display,Operating Pressure (psi),Yes,No,No
610473727357819,Paint Sprayers_Paint Product Type_Display,Paint Product Type,Yes,No,No
610473814533142,Paint Sprayers_Pressure Relief Valve_Display,Pressure Relief Valve,Yes,No,No
610473939861493,Paint Sprayers_Product Weight_Display,Product Weight (lb.),Yes,No,No
610474049497137,Paint Sprayers_Pump Type_Display,Pump Type,Yes,No,No
610474172992763,Paint Sprayers_Roller Attachment_Display,Roller Attachment,Yes,No,No
610746426951728,Water Filtration & Softeners_Filter Life,Filter Life,No,No,No
615815689489087,Limb to Limb_D_SportsOutdoors,Limb to Limb,Yes,No,No
615817052247253,String Length_D_SportsOutdoors,String Length,Yes,No,No
619105354687248,Hook Size_D_SportsOutdoors,Hook Size,Yes,No,No
619117321644720,Reticle_D_SportsOutdoors,Reticle,Yes,No,No
619119466320402,Maximum Range_D_SportsOutdoors(Use This),Maximum Range,Yes,No,No
619119917254684,Minimum Range_D_SportsOutdoors,Minimum Range,Yes,No,No
619120339540921,Scan Mode_D_SportsOutdoors,Scan Mode,Yes,No,No
619120620340273,Display_D_SportsOutdoors,Display,Yes,No,No
619121471402507,Beam Divergence_D_SportsOutdoors,Beam Divergence,Yes,No,No
619137020512097,Belt Size_D_SportsOutdoors,Belt Size,Yes,No,No
619141480570063,Rod Capacity_D_SportsOutdoors,Rod Capacity,Yes,No,No
619148040382748,Reel Weight_D_SportsOutdoors,Reel Weight,Yes,No,No
619159613706213,Arrow Capacity_D_SportsOutdoors,Arrow Capacity,Yes,No,No
619178360329674,Diving Depth_D_SportsOutdoors,Diving Depth,Yes,No,No
619179648606970,Buoyancy_D_SportsOutdoors,Buoyancy,Yes,No,No
619197253897808,Blade Length_D_SportsOutdoors,Blade Length,Yes,No,No
619197670855878,Closed Length_D_SportsOutdoors,Closed Length,Yes,No,No
619198394438685,Overall Length_D_SportsOutdoors,Overall Length,Yes,No,No
619198554061381,Blade Thickness_D_SportsOutdoors,Blade Thickness,Yes,No,No
619199327445998,Handle Material_D_SportsOutdoors,Handle Material,Yes,No,No
619199754281669,Blade Type_D_SportsOutdoors,Blade Type,Yes,No,No
619245762785641,Polarized_D_SportsOutdoors,Polarized,Yes,No,No
619246108521539,UV Protection_D_SportsOutdoors,UV Protection,Yes,No,No
619254215543282,Noise Reduction Rating_D_SportsOutdoors,Noise Reduction Rating,Yes,No,No
619263816849978,Handle Length_D_SportsOutdoors,Handle Length,Yes,No,No
619266271809946,Fletch Style_D_SportsOutdoors,Fletch Style,Yes,No,No
619266637121129,Shaft Weight (GPI)_D_SportsOutdoors,Shaft Weight (GPI),Yes,No,No
619955908502273,Blank Material_D_SportsOutdoors,Blank Material,Yes,No,No
619958804379153,Packaging_D_SportsOutdoors,Packaging,Yes,No,No
621030645265723,Fit Type,Fit Type,Yes,No,No
621030645265724,Special Size,Special Size,Yes,No,No
621030645265725,Ring Size,Ring Size,Yes,No,No
621030645265726,Design,Design,Yes,No,No
621030645265727,Package Type,Package Type,Yes,No,No
621030645265728,Package Quantity,Package Quantity,Yes,No,No
621030645265729,Conference Name,Conference Name,Yes,No,No
621030645265730,Auto Part Position,Auto Part Position,Yes,No,No
621030645265731,Overall Length,Overall Length,Yes,No,No
621030645265732,Number of Items,Number Of Items,Yes,No,No
621030645265733,Thread Size,Thread Size,Yes,No,No
621030645265734,Thickness,Thickness,Yes,No,No
621030645265735,Hand Orientation,Hand Orientation,Yes,No,No
621030645265736,Outside Diameter,Outside Diameter,Yes,No,No
621030645265737,Fabric Type,Fabric Type,Yes,No,No
621030645265738,Item Package Quantity,Item Package Quantity,Yes,No,No
621030645265739,Subscription Length,Subscription Length,Yes,No,No
621030645265740,Part Number,Part Number,Yes,No,No
621030645265741,Width,Width,Yes,No,No
621030645265742,Cutting Diameter,Cutting Diameter,Yes,No,No
621030645265743,Cutting Length,Cutting Length,Yes,No,No
621030645265744,Platform,Platform,Yes,No,No
621030645265745,Pitch,Pitch,Yes,No,No
621030645265746,Offer Type,Offer Type,Yes,No,No
621030645265747,Shape,Shape,Yes,No,No
621030645265748,Inscribed Circle String,Inscribed Circle String,Yes,No,No
621030645265749,Unit Count,Unit Count,Yes,No,No
621030645265750,Shank Diameter,Shank Diameter,Yes,No,No
621030645265751,Bore Diameter,Bore Diameter,Yes,No,No
621030645265752,Nominal Inside Diameter,Nominal Inside Diameter,Yes,No,No
621030645265753,Magnification Strength,Magnification Strength,Yes,No,No
621030645265754,Range,Range,Yes,No,No
621030645265755,Fastener Size,Fastener Size,Yes,No,No
621030645265756,Connector Type,Connector Type,Yes,No,No
621030645265757,Insert Size,Insert Size,Yes,No,No
621030645265758,Pitch Diameter String,Pitch Diameter String,Yes,No,No
621030645265759,Primary Stone Gem Type,Primary Stone Gem Type,Yes,No,No
621030645265760,Washer Size,Washer Size,Yes,No,No
621030645265761,Model Number,Model Number,Yes,No,No
621030645265762,Metal Stamp,Metal Stamp,Yes,No,No
621030645265763,Inside Diameter,Inside Diameter,Yes,No,No
621030645265764,Load Capacity,Load Capacity,Yes,No,No
621030645265765,Item Display Weight,Item Display Weight,Yes,No,No
621030645265766,Gauge,Gauge,Yes,No,No
621030645265767,Service plan term,Service plan term,Yes,No,No
621030645265768,Lens Width,Lens Width,Yes,No,No
621030645265769,System of Measurement,System Of Measurement,Yes,No,No
621030645265770,Grip Size,Grip Size,Yes,No,No
621030645265771,Item Display Length,Item Display Length,Yes,No,No
621030645265772,Item Diameter,Item Diameter,Yes,No,No
621030645265773,Tension Supported,Tension Supported,Yes,No,No
621030645265774,Cap Type,Cap Type,Yes,No,No
621030645265775,Model,Model,Yes,No,No
621030645265776,Size per Pearl,Size per Pearl,Yes,No,No
621030645265777,Total Diamond Weight,Total Diamond Weight,Yes,No,No
621030645265778,Gem Type,Gem Type,Yes,No,No
621030645265779,Overall Width,Overall Width,Yes,No,No
621030645265780,Edition,Edition,Yes,No,No
621030645265781,Cushion Style,Cushion Style,Yes,No,No
621030645265782,Nominal Outside Diameter,Nominal Outside Diameter,Yes,No,No
621030645265783,For Pipe Size,For Pipe Size,Yes,No,No
621030645265784,Additional Features,Additional Features,Yes,No,No
621030645265785,Band Size,Band Size,Yes,No,No
621030645265786,Special Size Type,Special Size Type,Yes,No,No
621030645265787,Display Height,Display Height,Yes,No,No
621030645265788,Headband Color,Headband Color,Yes,No,No
621030645265789,Head Diameter,Head Diameter,Yes,No,No
621030645265790,Graduation Interval,Graduation Interval,Yes,No,No
621030645265791,Wattage,Wattage,Yes,No,No
621030645265792,Cutting width,Cutting width,Yes,No,No
621030645265793,Bare Outside Diameter String,Bare Outside Diameter String,Yes,No,No
621030645265794,Fits Hole Size,Fits Hole Size,Yes,No,No
621030645265795,Temperature Rating,Temperature Rating,Yes,No,No
621030645265796,Grip Type,Grip Type,Yes,No,No
621030645265797,Compatible Fastener Description,Compatible Fastener Description,Yes,No,No
621030645265798,Pipe Size,Pipe Size,Yes,No,No
621030645265799,Pattern,Pattern,Yes,No,No
621030645265800,Overall Height,Overall Height,Yes,No,No
621030645265801,Line Weight,Line Weight,Yes,No,No
621030645265802,Measuring Range,Measuring Range,Yes,No,No
621030645265803,Lead Type,Lead Type,Yes,No,No
621030645265804,Diameter,Diameter,Yes,No,No
621030645265805,Electrical Connector Type,Electrical Connector Type,Yes,No,No
621030645265806,Flex,Flex,Yes,No,No
621030645265807,Input Range Description,Input Range Description,Yes,No,No
621030645265808,Line Size,Line Size,Yes,No,No
621030645265809,For Shaft Diameter,For Shaft Diameter,Yes,No,No
621030645265810,Trade Size,Trade Size,Yes,No,No
621030645265811,Mounting Distance String,Mounting Distance String,Yes,No,No
621030645265812,Processor Description,Processor Description,Yes,No,No
621030645265813,Hardware Platform,Hardware Platform,Yes,No,No
621030645265814,Edge Style,Edge Style,Yes,No,No
621030645265815,Resolution,Resolution,Yes,No,No
621030645265816,Vehicle Speaker Size,Vehicle Speaker Size,Yes,No,No
621030645265817,Number Of Shelves,Number Of Shelves,Yes,No,No
621030645265818,Paper Size,Paper Size,Yes,No,No
621030645265819,Leg Style,Leg Style,Yes,No,No
621030645265820,Connectivity,Connectivity,Yes,No,No
621030645265821,Maximum Size,Maximum Size,Yes,No,No
621030645265822,Generation,Generation,Yes,No,No
621030645265823,Disk Size,Disk Size,Yes,No,No
621030645265824,Denomination,Denomination,Yes,No,No
621030645265825,Loft,Loft,Yes,No,No
621030645265826,Shaft Material,Shaft Material,Yes,No,No
621030645265827,Grit Type,Grit Type,Yes,No,No
621030645265828,Wire Diameter,Wire Diameter,Yes,No,No
621030645265829,Roll Diameter String,Roll Diameter String,Yes,No,No
621030645265830,Current Type,Current Type,Yes,No,No
621030645265831,Closed Length String,Closed Length String,Yes,No,No
621030645265832,Extended Length,Extended Length,Yes,No,No
621030645265833,Platform for Display,Platform for Display,Yes,No,No
621030645265834,Fit Type Variant,Fit Type,Yes,Yes,No
621030645265835,Special Size Variant,Special Size,Yes,Yes,No
621030645265836,Ring Size Variant,Ring Size,Yes,Yes,No
621030645265837,Design Variant,Design,Yes,Yes,No
621030645265838,Package Type Variant,Package Type,Yes,Yes,No
621030645265839,Package Quantity Variant,Package Quantity,Yes,Yes,No
621030645265840,Conference Name Variant,Conference Name,Yes,Yes,No
621030645265841,Auto Part Position Variant,Auto Part Position,Yes,Yes,No
621030645265842,Overall Length Variant,Overall Length,Yes,Yes,No
621030645265843,Number of Items Variant,Number Of Items,Yes,Yes,No
621030645265844,Thread Size Variant,Thread Size,Yes,Yes,No
621030645265845,Thickness Variant,Thickness,Yes,Yes,No
621030645265846,Hand Orientation Variant,Hand Orientation,Yes,Yes,No
621030645265847,Outside Diameter Variant,Outside Diameter,Yes,Yes,No
621030645265848,Fabric Type Variant,Fabric Type,Yes,Yes,No
621030645265849,Item Package Quantity Variant,Item Package Quantity,Yes,Yes,No
621030645265850,Subscription Length Variant,Subscription Length,Yes,Yes,No
621030645265851,Part Number Variant,Part Number,Yes,Yes,No
621030645265852,Width Variant,Width,Yes,Yes,No
621030645265853,Cutting Diameter Variant,Cutting Diameter,Yes,Yes,No
621030645265854,Cutting Length Variant,Cutting Length,Yes,Yes,No
621030645265855,Platform Variant,Platform,Yes,Yes,No
621030645265856,Pitch Variant,Pitch,Yes,Yes,No
621030645265857,Offer Type Variant,Offer Type,Yes,Yes,No
621030645265858,Shape Variant,Shape,Yes,Yes,No
621030645265859,Inscribed Circle String Variant,Inscribed Circle String,Yes,Yes,No
621030645265860,Unit Count Variant,Unit Count,Yes,Yes,No
621030645265861,Shank Diameter Variant,Shank Diameter,Yes,Yes,No
621030645265862,Bore Diameter Variant,Bore Diameter,Yes,Yes,No
621030645265863,Nominal Inside Diameter Variant,Nominal Inside Diameter,Yes,Yes,No
621030645265864,Magnification Strength Variant,Magnification Strength,Yes,Yes,No
621030645265865,Range Variant,Range,Yes,Yes,No
621030645265866,Fastener Size Variant,Fastener Size,Yes,Yes,No
621030645265867,Connector Type Variant,Connector Type,Yes,Yes,No
621030645265868,Insert Size Variant,Insert Size,Yes,Yes,No
621030645265869,Pitch Diameter String Variant,Pitch Diameter String,Yes,Yes,No
621030645265870,Primary Stone Gem Type Variant,Primary Stone Gem Type,Yes,Yes,No
621030645265871,Washer Size Variant,Washer Size,Yes,Yes,No
621030645265872,Model Number Variant,Model Number,Yes,Yes,No
621030645265873,Metal Stamp Variant,Metal Stamp,Yes,Yes,No
621030645265874,Inside Diameter Variant,Inside Diameter,Yes,Yes,No
621030645265875,Load Capacity Variant,Load Capacity,Yes,Yes,No
621030645265876,Item Display Weight Variant,Item Display Weight,Yes,Yes,No
621030645265877,Gauge Variant,Gauge,Yes,Yes,No
621030645265878,Service plan term Variant,Service plan term,Yes,Yes,No
621030645265879,Lens Width Variant,Lens Width,Yes,Yes,No
621030645265880,System of Measurement Variant,System Of Measurement,Yes,Yes,No
621030645265881,Grip Size Variant,Grip Size,Yes,Yes,No
621030645265882,Item Display Length Variant,Item Display Length,Yes,Yes,No
621030645265883,Item Diameter Variant,Item Diameter,Yes,Yes,No
621030645265884,Tension Supported Variant,Tension Supported,Yes,Yes,No
621030645265885,Cap Type Variant,Cap Type,Yes,Yes,No
621030645265886,Model Variant,Model,Yes,Yes,No
621030645265887,Size per Pearl Variant,Size per Pearl,Yes,Yes,No
621030645265888,Total Diamond Weight Variant,Total Diamond Weight,Yes,Yes,No
621030645265889,Gem Type Variant,Gem Type,Yes,Yes,No
621030645265890,Overall Width Variant,Overall Width,Yes,Yes,No
621030645265891,Edition Variant,Edition,Yes,Yes,No
621030645265892,Cushion Style Variant,Cushion Style,Yes,Yes,No
621030645265893,Nominal Outside Diameter Variant,Nominal Outside Diameter,Yes,Yes,No
621030645265894,For Pipe Size Variant,For Pipe Size,Yes,Yes,No
621030645265895,Additional Features Variant,Additional Features,Yes,Yes,No
621030645265896,Band Size Variant,Band Size,Yes,Yes,No
621030645265897,Special Size Type Variant,Special Size Type,Yes,Yes,No
621030645265898,Display Height Variant,Display Height,Yes,Yes,No
621030645265899,Headband Color Variant,Headband Color,Yes,Yes,No
621030645265900,Head Diameter Variant,Head Diameter,Yes,Yes,No
621030645265901,Graduation Interval Variant,Graduation Interval,Yes,Yes,No
621030645265902,Wattage Variant,Wattage,Yes,Yes,No
621030645265903,Cutting width Variant,Cutting width,Yes,Yes,No
621030645265904,Bare Outside Diameter String Variant,Bare Outside Diameter String,Yes,Yes,No
621030645265905,Fits Hole Size Variant,Fits Hole Size,Yes,Yes,No
621030645265906,Temperature Rating Variant,Temperature Rating,Yes,Yes,No
621030645265907,Grip Type Variant,Grip Type,Yes,Yes,No
621030645265908,Compatible Fastener Description Variant,Compatible Fastener Description,Yes,Yes,No
621030645265909,Pipe Size Variant,Pipe Size,Yes,Yes,No
621030645265910,Pattern Variant,Pattern,Yes,Yes,No
621030645265911,Overall Height Variant,Overall Height,Yes,Yes,No
621030645265912,Line Weight Variant,Line Weight,Yes,Yes,No
621030645265913,Measuring Range Variant,Measuring Range,Yes,Yes,No
621030645265914,Lead Type Variant,Lead Type,Yes,Yes,No
621030645265915,Diameter Variant,Diameter,Yes,Yes,No
621030645265916,Electrical Connector Type Variant,Electrical Connector Type,Yes,Yes,No
621030645265917,Flex Variant,Flex,Yes,Yes,No
621030645265918,Input Range Description Variant,Input Range Description,Yes,Yes,No
621030645265919,Line Size Variant,Line Size,Yes,Yes,No
621030645265920,For Shaft Diameter Variant,For Shaft Diameter,Yes,Yes,No
621030645265921,Trade Size Variant,Trade Size,Yes,Yes,No
621030645265922,Mounting Distance String Variant,Mounting Distance String,Yes,Yes,No
621030645265923,Processor Description Variant,Processor Description,Yes,Yes,No
621030645265924,Hardware Platform Variant,Hardware Platform,Yes,Yes,No
621030645265925,Edge Style Variant,Edge Style,Yes,Yes,No
621030645265926,Resolution Variant,Resolution,Yes,Yes,No
621030645265927,Vehicle Speaker Size Variant,Vehicle Speaker Size,Yes,Yes,No
621030645265928,Number Of Shelves Variant,Number Of Shelves,Yes,Yes,No
621030645265929,Paper Size Variant,Paper Size,Yes,Yes,No
621030645265930,Leg Style Variant,Leg Style,Yes,Yes,No
621030645265931,Connectivity Variant,Connectivity,Yes,Yes,No
621030645265932,Maximum Size Variant,Maximum Size,Yes,Yes,No
621030645265933,Generation Variant,Generation,Yes,Yes,No
621030645265934,Disk Size Variant,Disk Size,Yes,Yes,No
621030645265935,Denomination Variant,Denomination,Yes,Yes,No
621030645265936,Loft Variant,Loft,Yes,Yes,No
621030645265937,Shaft Material Variant,Shaft Material,Yes,Yes,No
621030645265938,Grit Type Variant,Grit Type,Yes,Yes,No
621030645265939,Wire Diameter Variant,Wire Diameter,Yes,Yes,No
621030645265940,Roll Diameter String Variant,Roll Diameter String,Yes,Yes,No
621030645265941,Current Type Variant,Current Type,Yes,Yes,No
621030645265942,Closed Length String Variant,Closed Length String,Yes,Yes,No
621030645265943,Extended Length Variant,Extended Length,Yes,Yes,No
621030645265944,Platform for Display Variant,Platform for Display,Yes,Yes,No
621967041462827,Pen Point Size,Point Size,No,Yes,No
626202775983833,Microsoft Surface Types,Surface Pro 4 Type,No,Yes,No
627067127731371,Frequency Band_wireless_display,Frequency Bands,No,No,No
633142842307040,Golf_Club_Loft,Loft,Yes,No,No
633143229271087,Golf_Club_Length,Club Length,Yes,No,No
633143623893592,Club_Set_Composition,Set Composition,Yes,No,No
633144054353626,Club_Shaft_Flex,Shaft Flex,Yes,Yes,No
633144629052155,Club_Shaft_Manufacturer,Shaft Manufacturer,Yes,No,No
633144921246881,Club_Shaft_Material,Shaft Material,Yes,No,No
634682758013606,Golf_Shaft_Model,Shaft Model,Yes,No,No
640933468449356,Daily Ice Production - Appliances (Display),Daily Ice Production,Yes,No,No
640938256063651,Ice Storage Capacity - Appliance (Display),Ice Storage Capacity,Yes,No,No
640962340171836,Thanksgiving 2016 Turkey Sizes,Weight,Yes,Yes,No
646838450445146,Accessories Product Type,Product Type,No,No,Yes
658063222323132,Drills_Drill Type_Facet Filter,Drill Type,No,No,No
658063530370312,Drills_Chuck Size_Facet Filter,Chuck Size,No,No,Yes
658063720931275,Drills_Voltage_Facet Filter,Voltage,Yes,No,No
658072945832771,Drills_Voltage_Display,Voltage,Yes,No,No
658073446147991,Drills_Amperage_Display,Amperage,Yes,No,No
658073761070495,Drills_Amp Hours_Display,Amp Hours,Yes,No,No
658074243779203,Drills_Product Depth (In.)_Display,Product Depth (In.),Yes,No,No
658075126250443,Drills_Product Height (In.)_Display,Product Height (In.),Yes,No,No
658075252618682,Drills_Product Width (In.)_Display,Product Width (In.),Yes,No,No
658075394289196,Drills_Product Weight (lbs.)_Display,Product Weight (lbs.),Yes,No,No
675309577040336,Processor Display_Model,Model,Yes,No,No
675340375982220,Processor Display_Series,Series,Yes,No,No
675340883371946,Processor Display_Socket Type,Socket Type,Yes,No,No
675341975475782,Processor Display_Number of Cores,Number Of Cores,Yes,No,No
675342866136608,Processor Display_Processor Speed,Processor Speed,Yes,No,No
675343174941246,Processor Display_L2 Cache,L2 Cache,Yes,No,No
675343174941805,Processor Display_L2 Cache_old,L2 Cach_old,Yes,No,No
675343465024748,Processor Display_L3 Cache,L3 Cache,Yes,No,No
675343946785984,Processor Display_Manufacturing Tech,Manufacturing Tech,Yes,No,No
675344202571858,Processor Display_64-Bit Support,64-Bit Support,Yes,No,No
675344582727892,Processor Display_Hyper-Threading Support,Hyper-Threading Support,Yes,No,No
675345271202678,Processor Display_Number of Threads,Number Of Threads,Yes,No,No
675345643837782,Processor Display_Virtualization Technology Support,Virtualization Technology Support,Yes,No,No
675346017841059,Processor Display_Thermal Design Power,Thermal Design Power,Yes,No,No
676361784385006,Small Appliances_Steamers_Capacity_Display,Capacity,Yes,No,No
676362561853230,Small Appliances_Steamers_Capacity_Facet Filter,Capacity,No,No,Yes
682441733135477,Small Appliances_Steamers_Control Type_Facet Filter,Control Type,No,No,Yes
683325520405673,Small Appliances_Steamers_Control Type_Display,Control Type,No,No,No
683335288048422,Small Appliances_Cake Pops_Product Features_Facet,Product Features,No,No,Yes
683346982044995,Small Appliances_Hot Pots_Material_Facet,Material,No,No,Yes
683347682784421,Small Appliances_Hot Pots_Material_Display,Material,No,No,No
683353277179589,Small Appliances_Hot Pots_Product Features_Facet,Product Features,No,No,Yes
683357884751301,Small Appliances_Ironing Boards & Covers_Material_Facet,Material,No,No,Yes
683358720477464,Small Appliances_Ironing Boards & Covers_Material_Display,Material,Yes,No,No
683362684524880,Small Appliances_Ironing Boards & Covers_Type_Facet,Type,No,No,Yes
683363351561440,Small Appliances_Ironing Boards & Covers_Type_Display,Type,No,No,No
684658598771033,Screen Size,Size,No,No,No
694354116391650,LBS Product Type_Facet,Product Type,No,No,Yes
695431075902501,Small Appliances_Specialty_Category_Facet,Category,No,No,Yes
695431076007027,Small Appliances_Specialty_Category_Display,Category,Yes,No,No
695431076086264,Small Appliances_Specialty_Product Features_Facet,Product Features,No,No,Yes
695431076160163,Small Appliances_Water Filtration_Type_Facet,Type ,No,No,Yes
695431076236195,Small Appliances_Water Filtration_Type_Display,Type ,Yes,No,No
695431076311431,Small Appliances_Water Filtration_Capacity_Display,Capacity,Yes,No,No
697180926683626,Video Genre Clean FF,Genre,No,Yes,Yes
699500181339213,HH JD - Scent,Scent,No,No,Yes
703950049763238,Hayneedle_Season,Season,Yes,No,No
704700105423092,Phone Compatibility_Cell Phones & Accessories_Display,Phone Compatibility,No,No,No
704700105503300,Case Type_Cell Phones & Accessories_Display,Case Type,No,No,No
704700105586080,Features_Cell Phones & Accessories_Display,Features,No,No,No
704700105673675,Material_Cell Phones & Accessories_Display,Material,No,No,No
704710871866916,LBS Pbeauty Trends_Facet,Beauty Trend,No,No,Yes
704719414697185,LBS Beauty Trends_Facet,Beauty Trends,No,No,Yes
706437044096081,Video Color,Color,Yes,No,No
707325653731915,Household Batteries_Battery Size_Display,Battery Size,No,No,No
707325653825839,Household Batteries_Battery Type_Display,Battery Type,No,No,No
707325653982621,Household Batteries_Rechargeable_Display,Rechargeable,No,No,No
707325654139903,Household Batteries_pack Size_Display_variant,Pack Size,Yes,Yes,No
711018167403951,Video Theatrical Release Year,Theatrical Release Year,Yes,No,No
716089387984552,Use_Printers_Display,Use,No,No,No
716089388221741,Printer Type_Printers_Display,Printer Type,Yes,No,No
716089388429211,Printer Function_Printers_Display,Printer Function,Yes,No,No
716089388858986,Printer Features_Printers_Display,Printer Features,Yes,No,No
716089389124656,Weight_Printers_Display,Weight,Yes,No,No
716089389345986,Max Media Size_Printers_Display,Max Media Size,Yes,No,No
716089389550380,Print Speed_Printers_Display,Print Speed,Yes,No,No
716089389809049,Max Resolution (B&W)_Printers_Display,Max Resolution (B&W),Yes,No,No
716089390032416,RAM Installed (Max)_Printers_Display,RAM Installed (Max),Yes,No,No
716089390474361,Media Type_Printers_Display,Media Type,Yes,No,No
716089390729247,Total Media Capacity_Printers_Display,Total Media Capacity,Yes,No,No
716089390965509,Monthly Duty Cycle (max)_Printers_Display,Monthly Duty Cycle (max),Yes,No,No
716089391214795,Power_Printers_Display,Power,Yes,No,No
716089391445880,Dimensions (WxDxH)_Printers_Display,Dimensions (WxDxH),Yes,No,No
716089391667943,System Requirements_Printers_Display,System Requirements,Yes,No,No
716089391898867,Manufacturer Warranty_Printers_Display,Manufacturer Warranty,Yes,No,No
716089392272088,Media Handling_Printers_Display,Media Handling,Yes,No,No
716089392528258,Printer Features_Printers_Display,Printer Features,Yes,No,No
716089392787005,Battery_Printers_Display,Battery,Yes,No,No
716089393151895,Automatic Duplexing_Printers_Display,Automatic Duplexing,Yes,No,No
716089393415719,Processor_Printers_Display,Processor,Yes,No,No
716089393673769,Hard Drive_Printers_Display,Hard Drive,Yes,No,No
716089393898891,Device Type_Printers_Display,Device Type,Yes,No,No
716089394138794,Fax Type_Printers_Display,Fax Type,Yes,No,No
716089394360101,Printing Technology_Printers_Display,Printing Technology,Yes,No,No
716089394575288,Max Copying Speed_Printers_Display,Max Copying Speed,Yes,No,No
716089394902813,Max Printing Speed_Printers_Display,Max Printing Speed,Yes,No,No
716089395134431,Max Printing Resolution_Printers_Display,Max Printing Resolution,Yes,No,No
716089395365182,Scanning_Printers_Display,Scanning,Yes,No,No
716089395594145,Original Size_Printers_Display,Original Size,Yes,No,No
716089395908196,Original Type_Printers_Display,Original Type,Yes,No,No
716089396199202,Document Feeder Capacity_Printers_Display,Document Feeder Capacity,Yes,No,No
716089396425749,Media Size_Printers_Display,Media Size,Yes,No,No
716089396670247,Standard Media Capacity_Printers_Display,Standard Media Capacity,Yes,No,No
716089397016295,Output Trays Capacity_Printers_Display,Output Trays Capacity,Yes,No,No
716089397236908,PC Connection Availability_Printers_Display,PC Connection Availability,Yes,No,No
716089397495161,PC Connection_Printers_Display,PC Connection,Yes,No,No
716089397782054,Max Copying Resolution_Printers_Display,Max Copying Resolution,Yes,No,No
716089398044728,Max Media Capacity_Printers_Display,Max Media Capacity,Yes,No,No
716089398287412,Bypass Feeder Capacity_Printers_Display,Bypass Feeder Capacity,Yes,No,No
716089398708277,AirPrint Enabled_Printers_Display,AirPrint Enabled,Yes,No,No
717028369154537,Exercise Type_FF_Sports,Exercise Type,No,No,Yes
717820441669003,LBS Bestsellers_Facet,Best Sellers,No,No,Yes
720112585418994,Wireless Speed Standard,Wireless Speed Standard,No,No,Yes
729941609026138,Smart Home Compatibility,Works With,No,No,Yes
734374037007134,Smart Home Protocols,Protocols,No,No,Yes
741149838349370,Screen Size,Size,No,No,No
749029846868087,Screen Size,Size,No,No,No
753102845309393,Wrenches_Sockets_Width_Display,Product Width (in.),Yes,No,No
753102847333796,Wrenches_Sockets_Pieces_Display,Number Of Pieces,Yes,No,No
761590465845729,Party Supplies,Recipient,Yes,No,Yes
764445184558547,Video Genre 2,Subgenre,Yes,No,Yes
765347067483072,Facet filters for Namber brand landing page used to power the FSBI,Function,No,No,Yes
765349811171752,Facet filters for Namber brand landing page used to power the FSBI,Function,No,No,Yes
766028730614334,Presentation Board Types,Board Types,No,No,Yes
767061603590640,Shop by room,Room,No,No,Yes
779809951259954,Product Type Outdoor Event,Product Type,No,No,Yes
783043926381901,Hayneedle_Organic,Organic,Yes,No,No
785179470914813,Cuisinart brand page applianceFunction,Appliance Function,No,No,Yes
789662069724106,Bai Shop By,Featured Products,No,No,Yes
807639650532658,Hayneedle_Longevity,Longevity,Yes,No,No
829336671251706,Gift Card Category,Type,No,No,Yes
846540173741522,Video Studio,Studio,Yes,No,No
891873084158450,Video Animated,Animated,Yes,No,No
904469449643515,Party Supplies,Count/Pack Size,Yes,No,Yes
913799636324611,Video Release Date,Release Date,Yes,No,No
935325961427712,Video Cast,Cast,Yes,No,No
941092490588965,Video Director,Director,Yes,No,No
949152156110997,Video Features,Features,Yes,No,No
956839266076773,Hayneedle_NPK,N-P-K Ratio,Yes,No,No
967959711500699,Video Runtime,Runtime,Yes,No,No
981572015258313,Party Supplies,Size,Yes,No,Yes
